 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;;
7:30;;
7:45;;
8:00;;
8:15;0,010;
8:30;0,037;
8:45;0,126;
9:00;0,209;
9:15;0,218;
9:30;0,237;
9:45;0,509;
10:00;0,462;
10:15;0,408;
10:30;0,457;
10:45;0,586;
11:00;0,537;
11:15;0,675;
11:30;0,255;
11:45;0,294;
12:00;0,636;
12:15;1,019;
12:30;1,119;
12:45;1,159;
13:00;0,591;
13:15;0,836;
13:30;0,614;
13:45;1,329;
14:00;1,052;
14:15;1,130;
14:30;0,905;
14:45;0,977;
15:00;1,150;
15:15;1,591;
15:30;0,888;
15:45;0,597;
16:00;0,554;
16:15;0,424;
16:30;1,674;
16:45;0,797;
17:00;0,638;
17:15;0,174;
17:30;0,050;
17:45;0,035;
18:00;0,050;
18:15;0,044;
18:30;0,017;
18:45;0,004;
19:00;0,000;
19:15;;
19:30;;
19:45;;
20:00;;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
