 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;;
7:30;;
7:45;;
8:00;;
8:15;0,000;
8:30;0,007;
8:45;0,010;
9:00;0,016;
9:15;0,030;
9:30;0,111;
9:45;0,164;
10:00;0,100;
10:15;0,073;
10:30;0,088;
10:45;0,118;
11:00;0,183;
11:15;0,166;
11:30;0,152;
11:45;0,098;
12:00;0,200;
12:15;0,461;
12:30;0,827;
12:45;1,260;
13:00;1,200;
13:15;2,023;
13:30;1,478;
13:45;2,101;
14:00;2,385;
14:15;3,688;
14:30;0,827;
14:45;2,746;
15:00;2,318;
15:15;1,615;
15:30;2,941;
15:45;3,436;
16:00;2,389;
16:15;3,476;
16:30;2,008;
16:45;2,596;
17:00;2,846;
17:15;2,041;
17:30;0,421;
17:45;0,480;
18:00;1,320;
18:15;1,438;
18:30;1,117;
18:45;0,590;
19:00;0,083;
19:15;0,011;
19:30;0,000;
19:45;;
20:00;;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
