 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;;
7:30;;
7:45;;
8:00;;
8:15;0,000;
8:30;0,005;
8:45;0,036;
9:00;0,083;
9:15;0,120;
9:30;0,200;
9:45;0,316;
10:00;0,521;
10:15;0,690;
10:30;0,912;
10:45;1,144;
11:00;1,405;
11:15;1,585;
11:30;1,788;
11:45;1,979;
12:00;2,161;
12:15;2,359;
12:30;2,540;
12:45;2,651;
13:00;2,760;
13:15;2,846;
13:30;2,908;
13:45;2,971;
14:00;3,004;
14:15;3,020;
14:30;3,052;
14:45;3,044;
15:00;2,904;
15:15;2,812;
15:30;2,781;
15:45;2,745;
16:00;2,695;
16:15;2,579;
16:30;2,329;
16:45;2,133;
17:00;1,902;
17:15;1,477;
17:30;1,187;
17:45;0,989;
18:00;0,824;
18:15;0,594;
18:30;0,244;
18:45;0,079;
19:00;0,006;
19:15;0,000;
19:30;;
19:45;;
20:00;;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
