 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;;
7:30;;
7:45;;
8:00;0,000;
8:15;0,002;
8:30;0,040;
8:45;0,086;
9:00;0,143;
9:15;0,218;
9:30;0,300;
9:45;0,376;
10:00;0,364;
10:15;0,398;
10:30;0,404;
10:45;0,700;
11:00;0,550;
11:15;0,768;
11:30;1,134;
11:45;1,676;
12:00;2,051;
12:15;1,204;
12:30;0,982;
12:45;1,210;
13:00;0,736;
13:15;0,745;
13:30;0,958;
13:45;1,242;
14:00;0,766;
14:15;0,799;
14:30;1,023;
14:45;1,273;
15:00;0,950;
15:15;1,000;
15:30;0,838;
15:45;0,900;
16:00;0,629;
16:15;0,925;
16:30;0,833;
16:45;0,661;
17:00;0,377;
17:15;0,282;
17:30;0,210;
17:45;0,043;
18:00;0,089;
18:15;0,070;
18:30;0,034;
18:45;0,020;
19:00;0,006;
19:15;0,000;
19:30;;
19:45;;
20:00;;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
