 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;;
07:00;;
07:15;;
07:30;;
07:45;0,000;
08:00;0,029;
08:15;0,115;
08:30;0,227;
08:45;0,257;
09:00;0,328;
09:15;0,396;
09:30;0,323;
09:45;0,574;
10:00;0,880;
10:15;0,929;
10:30;1,296;
10:45;1,585;
11:00;1,607;
11:15;1,210;
11:30;2,285;
11:45;1,176;
12:00;3,231;
12:15;3,226;
12:30;3,340;
12:45;3,686;
13:00;3,318;
13:15;2,634;
13:30;2,870;
13:45;2,449;
14:00;1,842;
14:15;2,618;
14:30;2,935;
14:45;3,185;
15:00;2,832;
15:15;1,825;
15:30;2,750;
15:45;3,810;
16:00;3,910;
16:15;2,159;
16:30;1,681;
16:45;1,471;
17:00;1,528;
17:15;1,673;
17:30;1,835;
17:45;2,803;
18:00;2,013;
18:15;0,676;
18:30;1,061;
18:45;0,501;
19:00;0,274;
19:15;0,251;
19:30;0,070;
19:45;0,029;
20:00;0,005;
20:15;0,000;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
