 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;;
07:00;;
07:15;;
07:30;0,000;
07:45;0,010;
08:00;0,031;
08:15;0,041;
08:30;0,067;
08:45;0,173;
09:00;0,173;
09:15;0,360;
09:30;0,704;
09:45;1,102;
10:00;1,308;
10:15;1,641;
10:30;1,857;
10:45;0,802;
11:00;0,748;
11:15;0,865;
11:30;1,406;
11:45;1,959;
12:00;2,994;
12:15;2,476;
12:30;3,066;
12:45;3,055;
13:00;3,838;
13:15;3,241;
13:30;2,428;
13:45;1,980;
14:00;0,663;
14:15;0,558;
14:30;0,569;
14:45;0,614;
15:00;0,531;
15:15;0,408;
15:30;0,458;
15:45;0,489;
16:00;0,258;
16:15;0,318;
16:30;0,400;
16:45;0,584;
17:00;0,524;
17:15;0,287;
17:30;0,188;
17:45;0,165;
18:00;0,089;
18:15;0,045;
18:30;0,010;
18:45;0,000;
19:00;;
19:15;;
19:30;;
19:45;;
20:00;;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
