 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;;
07:00;;
07:15;;
07:30;0,000;
07:45;0,006;
08:00;0,048;
08:15;0,082;
08:30;0,193;
08:45;0,207;
09:00;0,340;
09:15;0,528;
09:30;0,728;
09:45;0,974;
10:00;1,286;
10:15;1,513;
10:30;1,795;
10:45;2,006;
11:00;2,249;
11:15;2,513;
11:30;1,650;
11:45;1,267;
12:00;1,363;
12:15;1,259;
12:30;1,217;
12:45;1,108;
13:00;1,069;
13:15;0,849;
13:30;0,774;
13:45;0,648;
14:00;0,507;
14:15;0,540;
14:30;0,437;
14:45;0,431;
15:00;0,329;
15:15;0,299;
15:30;0,275;
15:45;0,236;
16:00;0,251;
16:15;0,217;
16:30;0,135;
16:45;0,101;
17:00;0,044;
17:15;0,029;
17:30;0,029;
17:45;0,013;
18:00;0,004;
18:15;0,001;
18:30;0,000;
18:45;0,000;
19:00;;
19:15;;
19:30;;
19:45;;
20:00;;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
