 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;;
07:00;;
07:15;;
07:30;;
07:45;0,000;
08:00;0,005;
08:15;0,041;
08:30;0,084;
08:45;0,121;
09:00;0,193;
09:15;0,220;
09:30;0,307;
09:45;0,412;
10:00;0,512;
10:15;0,622;
10:30;0,534;
10:45;0,639;
11:00;0,903;
11:15;1,180;
11:30;1,378;
11:45;1,566;
12:00;1,685;
12:15;1,657;
12:30;1,318;
12:45;1,344;
13:00;1,777;
13:15;1,054;
13:30;1,061;
13:45;1,011;
14:00;1,024;
14:15;1,103;
14:30;1,278;
14:45;1,018;
15:00;0,660;
15:15;0,551;
15:30;0,526;
15:45;0,618;
16:00;0,817;
16:15;0,971;
16:30;0,676;
16:45;0,606;
17:00;0,571;
17:15;0,222;
17:30;0,132;
17:45;0,086;
18:00;0,041;
18:15;0,013;
18:30;0,000;
18:45;;
19:00;;
19:15;;
19:30;;
19:45;;
20:00;;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
