 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;;
07:00;;
07:15;0,000;
07:30;0,022;
07:45;0,095;
08:00;0,213;
08:15;0,237;
08:30;0,313;
08:45;0,464;
09:00;0,687;
09:15;0,829;
09:30;0,682;
09:45;0,624;
10:00;0,581;
10:15;0,770;
10:30;0,858;
10:45;1,237;
11:00;0,975;
11:15;1,311;
11:30;1,379;
11:45;1,437;
12:00;1,536;
12:15;1,453;
12:30;1,266;
12:45;1,131;
13:00;1,579;
13:15;1,941;
13:30;2,005;
13:45;1,955;
14:00;1,923;
14:15;1,510;
14:30;1,432;
14:45;1,393;
15:00;1,106;
15:15;2,561;
15:30;1,462;
15:45;1,492;
16:00;0,893;
16:15;0,726;
16:30;1,067;
16:45;0,691;
17:00;0,568;
17:15;0,390;
17:30;0,283;
17:45;0,217;
18:00;0,212;
18:15;0,100;
18:30;0,038;
18:45;0,005;
19:00;0,000;
19:15;;
19:30;;
19:45;;
20:00;;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
