 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;0,000;
7:00;0,066;
7:15;0,095;
7:30;0,071;
7:45;0,129;
8:00;0,073;
8:15;0,031;
8:30;0,094;
8:45;0,319;
9:00;0,341;
9:15;0,315;
9:30;0,183;
9:45;0,414;
10:00;0,769;
10:15;0,941;
10:30;1,128;
10:45;0,603;
11:00;0,680;
11:15;1,821;
11:30;2,962;
11:45;2,997;
12:00;2,042;
12:15;2,009;
12:30;1,825;
12:45;2,709;
13:00;3,020;
13:15;3,452;
13:30;4,104;
13:45;3,134;
14:00;2,168;
14:15;3,068;
14:30;2,508;
14:45;2,988;
15:00;3,622;
15:15;2,949;
15:30;2,942;
15:45;3,781;
16:00;2,547;
16:15;1,809;
16:30;1,497;
16:45;1,686;
17:00;1,796;
17:15;2,723;
17:30;2,567;
17:45;3,191;
18:00;2,495;
18:15;1,536;
18:30;1,340;
18:45;0,929;
19:00;1,129;
19:15;0,592;
19:30;0,583;
19:45;0,502;
20:00;0,210;
20:15;0,273;
20:30;0,523;
20:45;0,223;
21:00;0,144;
21:15;0,108;
21:30;0,015;
21:45;0,000;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
