 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;0,000;
6:45;0,002;
7:00;0,029;
7:15;0,057;
7:30;0,087;
7:45;0,114;
8:00;0,139;
8:15;0,156;
8:30;0,166;
8:45;0,194;
9:00;0,288;
9:15;0,394;
9:30;0,484;
9:45;0,612;
10:00;1,139;
10:15;1,346;
10:30;1,336;
10:45;1,750;
11:00;2,308;
11:15;1,660;
11:30;2,462;
11:45;2,336;
12:00;2,317;
12:15;3,317;
12:30;3,534;
12:45;2,532;
13:00;2,634;
13:15;3,490;
13:30;1,976;
13:45;1,952;
14:00;4,136;
14:15;3,383;
14:30;4,123;
14:45;3,321;
15:00;2,791;
15:15;3,038;
15:30;3,297;
15:45;2,667;
16:00;3,605;
16:15;1,407;
16:30;2,062;
16:45;1,121;
17:00;2,019;
17:15;1,935;
17:30;2,260;
17:45;1,295;
18:00;2,838;
18:15;1,452;
18:30;0,539;
18:45;0,968;
19:00;0,583;
19:15;0,895;
19:30;0,456;
19:45;0,606;
20:00;0,447;
20:15;0,236;
20:30;0,128;
20:45;0,065;
21:00;0,032;
21:15;0,013;
21:30;0,000;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
