 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;0,000;
7:00;0,030;
7:15;0,028;
7:30;0,087;
7:45;0,113;
8:00;0,102;
8:15;0,169;
8:30;0,198;
8:45;0,360;
9:00;0,440;
9:15;0,568;
9:30;0,773;
9:45;0,962;
10:00;1,335;
10:15;1,331;
10:30;1,295;
10:45;1,679;
11:00;2,034;
11:15;1,600;
11:30;2,249;
11:45;1,782;
12:00;2,708;
12:15;2,166;
12:30;1,221;
12:45;0,269;
13:00;0,478;
13:15;0,349;
13:30;0,793;
13:45;2,288;
14:00;2,436;
14:15;1,941;
14:30;1,279;
14:45;1,730;
15:00;1,822;
15:15;0,829;
15:30;1,021;
15:45;3,639;
16:00;2,090;
16:15;2,215;
16:30;1,931;
16:45;1,310;
17:00;2,014;
17:15;1,084;
17:30;2,791;
17:45;2,768;
18:00;0,911;
18:15;2,251;
18:30;1,693;
18:45;0,340;
19:00;0,034;
19:15;0,078;
19:30;0,256;
19:45;0,220;
20:00;0,558;
20:15;0,197;
20:30;0,186;
20:45;0,203;
21:00;0,106;
21:15;0,029;
21:30;0,007;
21:45;0,000;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
