 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;0,000;
7:15;0,007;
7:30;0,024;
7:45;0,055;
8:00;0,119;
8:15;0,159;
8:30;0,143;
8:45;0,195;
9:00;0,254;
9:15;0,255;
9:30;0,253;
9:45;0,220;
10:00;0,212;
10:15;0,214;
10:30;0,259;
10:45;0,318;
11:00;0,506;
11:15;0,417;
11:30;0,557;
11:45;0,320;
12:00;0,598;
12:15;0,738;
12:30;0,971;
12:45;0,819;
13:00;0,837;
13:15;0,832;
13:30;0,679;
13:45;1,223;
14:00;0,786;
14:15;0,466;
14:30;0,640;
14:45;0,316;
15:00;0,299;
15:15;0,279;
15:30;0,520;
15:45;0,782;
16:00;0,579;
16:15;0,959;
16:30;0,689;
16:45;0,604;
17:00;0,484;
17:15;1,608;
17:30;2,147;
17:45;2,386;
18:00;2,253;
18:15;0,876;
18:30;1,671;
18:45;0,873;
19:00;1,777;
19:15;1,659;
19:30;1,479;
19:45;0,982;
20:00;0,805;
20:15;0,748;
20:30;0,285;
20:45;0,073;
21:00;0,008;
21:15;0,000;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
