 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;0,000;
7:00;0,000;
7:15;0,004;
7:30;0,071;
7:45;0,119;
8:00;0,135;
8:15;0,164;
8:30;0,190;
8:45;0,199;
9:00;0,237;
9:15;0,457;
9:30;0,571;
9:45;0,736;
10:00;0,989;
10:15;1,356;
10:30;1,019;
10:45;1,767;
11:00;1,805;
11:15;1,452;
11:30;1,953;
11:45;1,882;
12:00;1,040;
12:15;2,199;
12:30;3,392;
12:45;3,411;
13:00;1,674;
13:15;1,775;
13:30;1,315;
13:45;1,031;
14:00;1,826;
14:15;1,675;
14:30;1,725;
14:45;1,560;
15:00;3,152;
15:15;1,230;
15:30;0,918;
15:45;2,307;
16:00;3,074;
16:15;1,694;
16:30;1,351;
16:45;1,716;
17:00;2,709;
17:15;1,160;
17:30;0,413;
17:45;1,568;
18:00;1,942;
18:15;2,144;
18:30;1,977;
18:45;1,057;
19:00;0,621;
19:15;0,425;
19:30;0,342;
19:45;0,197;
20:00;0,091;
20:15;0,481;
20:30;0,164;
20:45;0,054;
21:00;0,005;
21:15;0,000;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
