 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;0,000;
7:15;0,001;
7:30;0,029;
7:45;0,066;
8:00;0,111;
8:15;0,138;
8:30;0,159;
8:45;0,188;
9:00;0,240;
9:15;0,346;
9:30;0,543;
9:45;0,693;
10:00;0,922;
10:15;1,203;
10:30;1,498;
10:45;1,697;
11:00;1,905;
11:15;2,133;
11:30;2,433;
11:45;2,570;
12:00;2,830;
12:15;2,925;
12:30;1,928;
12:45;1,737;
13:00;2,168;
13:15;1,530;
13:30;2,393;
13:45;3,663;
14:00;1,623;
14:15;0,996;
14:30;1,469;
14:45;3,978;
15:00;3,511;
15:15;3,108;
15:30;1,448;
15:45;1,953;
16:00;2,313;
16:15;3,289;
16:30;3,210;
16:45;2,353;
17:00;2,211;
17:15;1,249;
17:30;1,275;
17:45;0,982;
18:00;1,076;
18:15;1,472;
18:30;1,282;
18:45;1,416;
19:00;0,776;
19:15;0,630;
19:30;0,410;
19:45;0,354;
20:00;0,264;
20:15;0,133;
20:30;0,053;
20:45;0,011;
21:00;0,000;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
