 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;0,000;
7:15;0,005;
7:30;0,037;
7:45;0,091;
8:00;0,167;
8:15;0,233;
8:30;0,313;
8:45;0,399;
9:00;0,573;
9:15;0,572;
9:30;0,707;
9:45;0,834;
10:00;0,970;
10:15;1,058;
10:30;1,486;
10:45;1,494;
11:00;1,703;
11:15;1,611;
11:30;1,911;
11:45;2,066;
12:00;2,073;
12:15;2,426;
12:30;2,075;
12:45;2,499;
13:00;2,601;
13:15;2,550;
13:30;2,882;
13:45;2,874;
14:00;2,252;
14:15;2,253;
14:30;2,730;
14:45;2,371;
15:00;2,818;
15:15;2,496;
15:30;2,996;
15:45;2,899;
16:00;2,660;
16:15;2,595;
16:30;1,427;
16:45;1,594;
17:00;1,062;
17:15;1,671;
17:30;2,149;
17:45;1,320;
18:00;1,402;
18:15;0,791;
18:30;0,747;
18:45;0,509;
19:00;0,388;
19:15;0,484;
19:30;0,346;
19:45;0,125;
20:00;0,098;
20:15;0,111;
20:30;0,062;
20:45;0,012;
21:00;0,000;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
