 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;0,000;
7:15;0,004;
7:30;0,028;
7:45;0,101;
8:00;0,104;
8:15;0,135;
8:30;0,238;
8:45;0,346;
9:00;0,668;
9:15;0,781;
9:30;0,743;
9:45;0,597;
10:00;0,920;
10:15;1,094;
10:30;1,322;
10:45;1,569;
11:00;1,717;
11:15;1,931;
11:30;2,124;
11:45;2,327;
12:00;2,534;
12:15;2,656;
12:30;2,796;
12:45;2,903;
13:00;3,014;
13:15;3,066;
13:30;3,113;
13:45;3,164;
14:00;3,213;
14:15;3,246;
14:30;3,231;
14:45;3,219;
15:00;3,322;
15:15;3,239;
15:30;3,171;
15:45;3,149;
16:00;3,090;
16:15;3,023;
16:30;2,879;
16:45;2,754;
17:00;2,619;
17:15;2,493;
17:30;2,351;
17:45;2,044;
18:00;1,765;
18:15;1,713;
18:30;1,545;
18:45;1,323;
19:00;0,944;
19:15;0,840;
19:30;0,571;
19:45;0,438;
20:00;0,278;
20:15;0,158;
20:30;0,044;
20:45;0,005;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
