 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;0,000;
7:15;0,004;
7:30;0,041;
7:45;0,078;
8:00;0,129;
8:15;0,173;
8:30;0,231;
8:45;0,266;
9:00;0,341;
9:15;0,491;
9:30;0,601;
9:45;0,682;
10:00;0,862;
10:15;1,135;
10:30;1,356;
10:45;1,579;
11:00;1,767;
11:15;1,871;
11:30;2,171;
11:45;2,355;
12:00;2,400;
12:15;2,666;
12:30;2,480;
12:45;2,943;
13:00;3,150;
13:15;3,091;
13:30;3,199;
13:45;3,261;
14:00;3,162;
14:15;3,188;
14:30;3,304;
14:45;3,303;
15:00;3,059;
15:15;3,217;
15:30;3,308;
15:45;3,001;
16:00;2,778;
16:15;2,908;
16:30;2,806;
16:45;2,924;
17:00;2,383;
17:15;2,706;
17:30;2,360;
17:45;1,651;
18:00;1,754;
18:15;1,633;
18:30;1,592;
18:45;1,414;
19:00;1,113;
19:15;0,811;
19:30;0,635;
19:45;0,366;
20:00;0,257;
20:15;0,135;
20:30;0,020;
20:45;0,005;
21:00;0,000;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
