 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;0,000;
7:15;0,000;
7:30;0,020;
7:45;0,068;
8:00;0,121;
8:15;0,200;
8:30;0,389;
8:45;0,325;
9:00;0,300;
9:15;0,346;
9:30;0,334;
9:45;0,696;
10:00;0,959;
10:15;1,395;
10:30;1,127;
10:45;1,241;
11:00;1,563;
11:15;2,050;
11:30;2,208;
11:45;2,241;
12:00;2,157;
12:15;2,606;
12:30;2,854;
12:45;2,916;
13:00;3,037;
13:15;3,083;
13:30;3,097;
13:45;3,202;
14:00;3,269;
14:15;3,332;
14:30;3,322;
14:45;3,350;
15:00;3,297;
15:15;3,253;
15:30;3,305;
15:45;2,526;
16:00;3,133;
16:15;2,853;
16:30;2,567;
16:45;3,155;
17:00;2,726;
17:15;2,670;
17:30;2,437;
17:45;2,142;
18:00;1,319;
18:15;0,766;
18:30;0,606;
18:45;0,479;
19:00;0,496;
19:15;0,729;
19:30;0,901;
19:45;0,627;
20:00;0,309;
20:15;0,164;
20:30;0,037;
20:45;0,010;
21:00;0,000;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
