 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;0,000;
7:00;0,011;
7:15;0,053;
7:30;0,073;
7:45;0,017;
8:00;0,000;
8:15;;
8:30;;
8:45;0,000;
9:00;0,001;
9:15;0,015;
9:30;0,061;
9:45;0,018;
10:00;0,153;
10:15;0,310;
10:30;0,182;
10:45;0,146;
11:00;0,346;
11:15;2,035;
11:30;1,923;
11:45;1,736;
12:00;2,083;
12:15;2,369;
12:30;2,630;
12:45;3,038;
13:00;3,192;
13:15;2,577;
13:30;1,855;
13:45;0,882;
14:00;0,415;
14:15;0,353;
14:30;0,523;
14:45;1,040;
15:00;1,614;
15:15;0,934;
15:30;0,415;
15:45;0,406;
16:00;1,421;
16:15;0,964;
16:30;0,464;
16:45;1,204;
17:00;1,973;
17:15;1,676;
17:30;1,564;
17:45;1,005;
18:00;1,949;
18:15;2,086;
18:30;1,799;
18:45;2,196;
19:00;1,277;
19:15;1,514;
19:30;1,095;
19:45;1,077;
20:00;0,926;
20:15;0,850;
20:30;0,505;
20:45;0,241;
21:00;0,066;
21:15;0,014;
21:30;0,001;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
