 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;;
7:30;;
7:45;;
8:00;0,000;
8:15;0,019;
8:30;0,061;
8:45;0,141;
9:00;0,242;
9:15;0,381;
9:30;0,591;
9:45;0,774;
10:00;0,974;
10:15;1,191;
10:30;1,384;
10:45;1,607;
11:00;1,892;
11:15;2,051;
11:30;2,225;
11:45;2,440;
12:00;2,559;
12:15;2,699;
12:30;2,692;
12:45;2,596;
13:00;2,829;
13:15;3,008;
13:30;3,061;
13:45;2,898;
14:00;2,993;
14:15;2,967;
14:30;2,743;
14:45;2,754;
15:00;2,749;
15:15;2,722;
15:30;2,610;
15:45;2,406;
16:00;2,136;
16:15;1,851;
16:30;1,444;
16:45;1,241;
17:00;0,904;
17:15;0,772;
17:30;0,562;
17:45;0,323;
18:00;0,126;
18:15;0,017;
18:30;0,000;
18:45;;
19:00;;
19:15;;
19:30;;
19:45;;
20:00;;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
