 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;0,000;
6:30;0,000;
6:45;;
7:00;0,004;
7:15;0,038;
7:30;0,131;
7:45;0,030;
8:00;0,072;
8:15;0,220;
8:30;0,361;
8:45;0,596;
9:00;0,924;
9:15;0,176;
9:30;0,177;
9:45;0,444;
10:00;0,220;
10:15;0,268;
10:30;0,153;
10:45;0,072;
11:00;0,244;
11:15;0,358;
11:30;0,152;
11:45;0,259;
12:00;0,084;
12:15;0,332;
12:30;1,522;
12:45;1,367;
13:00;3,001;
13:15;2,988;
13:30;2,740;
13:45;1,928;
14:00;3,366;
14:15;2,989;
14:30;3,332;
14:45;2,476;
15:00;2,865;
15:15;0,932;
15:30;1,721;
15:45;2,365;
16:00;2,505;
16:15;3,138;
16:30;2,838;
16:45;2,037;
17:00;2,451;
17:15;2,163;
17:30;1,624;
17:45;1,805;
18:00;1,042;
18:15;2,963;
18:30;1,450;
18:45;2,165;
19:00;2,392;
19:15;2,172;
19:30;2,001;
19:45;0,779;
20:00;0,652;
20:15;1,120;
20:30;0,849;
20:45;0,588;
21:00;0,150;
21:15;0,097;
21:30;0,020;
21:45;0,006;
22:00;0,000;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
