 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;0,000;
6:15;0,000;
6:30;0,002;
6:45;0,029;
7:00;0,093;
7:15;0,143;
7:30;0,212;
7:45;0,244;
8:00;0,333;
8:15;0,290;
8:30;0,386;
8:45;0,482;
9:00;0,659;
9:15;0,631;
9:30;0,764;
9:45;0,775;
10:00;1,018;
10:15;1,312;
10:30;1,653;
10:45;2,178;
11:00;2,625;
11:15;2,251;
11:30;1,890;
11:45;2,002;
12:00;2,400;
12:15;1,987;
12:30;2,264;
12:45;3,054;
13:00;2,879;
13:15;2,823;
13:30;3,819;
13:45;2,403;
14:00;2,221;
14:15;3,475;
14:30;3,241;
14:45;2,492;
15:00;1,763;
15:15;3,622;
15:30;3,397;
15:45;3,800;
16:00;3,888;
16:15;3,041;
16:30;3,264;
16:45;2,411;
17:00;2,910;
17:15;2,111;
17:30;2,217;
17:45;2,487;
18:00;2,091;
18:15;1,308;
18:30;1,017;
18:45;1,167;
19:00;1,081;
19:15;0,910;
19:30;1,029;
19:45;0,387;
20:00;0,278;
20:15;0,234;
20:30;0,102;
20:45;0,048;
21:00;0,020;
21:15;0,024;
21:30;0,000;
21:45;0,000;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
