 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;0,000;
6:30;0,007;
6:45;0,029;
7:00;0,071;
7:15;0,153;
7:30;0,238;
7:45;0,184;
8:00;0,243;
8:15;0,299;
8:30;0,267;
8:45;0,382;
9:00;0,621;
9:15;0,912;
9:30;0,532;
9:45;0,624;
10:00;0,696;
10:15;0,892;
10:30;0,903;
10:45;1,014;
11:00;1,074;
11:15;1,254;
11:30;1,184;
11:45;1,925;
12:00;1,540;
12:15;2,399;
12:30;2,403;
12:45;2,596;
13:00;2,452;
13:15;2,840;
13:30;1,553;
13:45;2,395;
14:00;0,938;
14:15;1,737;
14:30;0,745;
14:45;2,101;
15:00;1,480;
15:15;2,565;
15:30;2,524;
15:45;1,468;
16:00;0,771;
16:15;1,407;
16:30;2,359;
16:45;2,422;
17:00;1,162;
17:15;0,418;
17:30;0,100;
17:45;0,080;
18:00;0,305;
18:15;0,448;
18:30;0,652;
18:45;0,370;
19:00;0,296;
19:15;0,219;
19:30;0,277;
19:45;0,151;
20:00;0,114;
20:15;0,128;
20:30;0,087;
20:45;0,093;
21:00;0,016;
21:15;0,000;
21:30;0,000;
21:45;0,000;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
