 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;;
7:30;0,000;
7:45;0,023;
8:00;0,144;
8:15;0,187;
8:30;0,223;
8:45;0,021;
9:00;0,114;
9:15;0,219;
9:30;0,265;
9:45;0,176;
10:00;0,449;
10:15;0,519;
10:30;0,362;
10:45;0,398;
11:00;1,079;
11:15;1,007;
11:30;0,730;
11:45;0,555;
12:00;0,283;
12:15;0,321;
12:30;0,728;
12:45;0,301;
13:00;0,457;
13:15;0,421;
13:30;0,642;
13:45;2,516;
14:00;3,668;
14:15;0,739;
14:30;3,773;
14:45;3,945;
15:00;0,745;
15:15;0,474;
15:30;0,515;
15:45;0,566;
16:00;0,810;
16:15;2,166;
16:30;2,321;
16:45;0,533;
17:00;1,284;
17:15;1,362;
17:30;1,361;
17:45;1,082;
18:00;1,945;
18:15;0,386;
18:30;0,695;
18:45;0,771;
19:00;0,926;
19:15;1,082;
19:30;0,857;
19:45;0,383;
20:00;0,100;
20:15;0,010;
20:30;0,000;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
