 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;;
7:30;0,000;
7:45;0,009;
8:00;0,043;
8:15;0,079;
8:30;0,127;
8:45;0,199;
9:00;0,227;
9:15;0,333;
9:30;0,490;
9:45;0,624;
10:00;0,910;
10:15;1,224;
10:30;1,623;
10:45;1,995;
11:00;0,807;
11:15;1,100;
11:30;1,244;
11:45;1,765;
12:00;0,722;
12:15;0,820;
12:30;1,782;
12:45;2,014;
13:00;2,200;
13:15;2,153;
13:30;1,929;
13:45;1,343;
14:00;1,618;
14:15;2,165;
14:30;1,776;
14:45;1,869;
15:00;1,642;
15:15;1,259;
15:30;1,644;
15:45;1,933;
16:00;2,681;
16:15;1,847;
16:30;0,877;
16:45;0,752;
17:00;0,738;
17:15;0,909;
17:30;0,725;
17:45;0,464;
18:00;0,651;
18:15;0,883;
18:30;0,570;
18:45;0,276;
19:00;0,290;
19:15;0,441;
19:30;0,158;
19:45;0,028;
20:00;0,000;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
