 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;;
7:30;0,000;
7:45;0,001;
8:00;0,003;
8:15;0,009;
8:30;0,024;
8:45;0,046;
9:00;0,056;
9:15;0,079;
9:30;0,102;
9:45;0,207;
10:00;0,297;
10:15;0,320;
10:30;0,310;
10:45;0,320;
11:00;0,612;
11:15;0,850;
11:30;0,746;
11:45;0,738;
12:00;0,592;
12:15;0,565;
12:30;0,696;
12:45;0,695;
13:00;0,683;
13:15;0,459;
13:30;0,640;
13:45;0,421;
14:00;0,300;
14:15;0,596;
14:30;0,545;
14:45;0,602;
15:00;0,367;
15:15;0,496;
15:30;0,533;
15:45;0,487;
16:00;0,505;
16:15;0,622;
16:30;0,580;
16:45;0,270;
17:00;0,236;
17:15;0,226;
17:30;0,252;
17:45;0,238;
18:00;0,294;
18:15;0,177;
18:30;0,116;
18:45;0,061;
19:00;0,163;
19:15;0,100;
19:30;0,061;
19:45;0,051;
20:00;0,018;
20:15;0,001;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
