 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;0,000;
7:30;0,000;
7:45;0,018;
8:00;0,066;
8:15;0,106;
8:30;0,146;
8:45;0,185;
9:00;0,234;
9:15;0,323;
9:30;0,490;
9:45;0,661;
10:00;0,911;
10:15;1,123;
10:30;1,392;
10:45;1,664;
11:00;1,906;
11:15;1,760;
11:30;1,538;
11:45;1,585;
12:00;1,063;
12:15;1,311;
12:30;1,492;
12:45;0,801;
13:00;1,949;
13:15;3,078;
13:30;2,546;
13:45;1,295;
14:00;1,150;
14:15;2,411;
14:30;0,941;
14:45;2,019;
15:00;1,570;
15:15;0,923;
15:30;1,252;
15:45;1,307;
16:00;0,891;
16:15;2,130;
16:30;0,888;
16:45;1,113;
17:00;0,808;
17:15;1,145;
17:30;0,560;
17:45;0,239;
18:00;0,151;
18:15;0,135;
18:30;0,282;
18:45;0,069;
19:00;0,114;
19:15;0,115;
19:30;0,046;
19:45;0,051;
20:00;0,004;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
