 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;;
7:30;0,000;
7:45;0,010;
8:00;0,066;
8:15;0,121;
8:30;0,213;
8:45;0,287;
9:00;0,295;
9:15;0,426;
9:30;0,357;
9:45;0,572;
10:00;0,734;
10:15;0,811;
10:30;1,239;
10:45;1,790;
11:00;1,699;
11:15;1,632;
11:30;2,481;
11:45;2,265;
12:00;2,797;
12:15;0,968;
12:30;0,406;
12:45;1,176;
13:00;2,179;
13:15;3,589;
13:30;1,429;
13:45;1,560;
14:00;3,902;
14:15;2,252;
14:30;1,971;
14:45;0,856;
15:00;2,132;
15:15;3,367;
15:30;3,468;
15:45;1,764;
16:00;3,123;
16:15;2,278;
16:30;1,614;
16:45;2,149;
17:00;1,055;
17:15;1,570;
17:30;1,828;
17:45;2,221;
18:00;1,610;
18:15;1,048;
18:30;1,084;
18:45;1,558;
19:00;1,154;
19:15;0,994;
19:30;0,612;
19:45;0,262;
20:00;0,029;
20:15;0,000;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
