 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;0,000;
7:30;0,008;
7:45;0,037;
8:00;0,096;
8:15;0,143;
8:30;0,161;
8:45;0,262;
9:00;0,356;
9:15;0,372;
9:30;0,399;
9:45;0,531;
10:00;1,118;
10:15;1,361;
10:30;1,610;
10:45;1,750;
11:00;1,201;
11:15;1,261;
11:30;2,475;
11:45;2,640;
12:00;2,837;
12:15;2,872;
12:30;3,156;
12:45;3,513;
13:00;3,779;
13:15;0,869;
13:30;0,606;
13:45;0,649;
14:00;0,736;
14:15;0,824;
14:30;0,850;
14:45;0,859;
15:00;0,832;
15:15;1,142;
15:30;2,487;
15:45;1,942;
16:00;0,959;
16:15;1,200;
16:30;3,314;
16:45;3,337;
17:00;3,162;
17:15;2,921;
17:30;2,436;
17:45;1,207;
18:00;2,454;
18:15;1,850;
18:30;2,148;
18:45;1,955;
19:00;1,614;
19:15;0,826;
19:30;0,414;
19:45;0,535;
20:00;0,305;
20:15;0,091;
20:30;0,014;
20:45;0,000;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
