 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;;
7:30;;
7:45;0,000;
8:00;0,037;
8:15;0,075;
8:30;0,152;
8:45;0,188;
9:00;0,173;
9:15;0,204;
9:30;0,248;
9:45;0,585;
10:00;0,842;
10:15;1,013;
10:30;1,234;
10:45;1,473;
11:00;1,736;
11:15;1,940;
11:30;2,137;
11:45;2,336;
12:00;2,585;
12:15;2,714;
12:30;2,810;
12:45;2,994;
13:00;3,069;
13:15;3,090;
13:30;3,312;
13:45;3,162;
14:00;1,476;
14:15;3,539;
14:30;1,409;
14:45;2,009;
15:00;3,020;
15:15;3,152;
15:30;3,448;
15:45;3,463;
16:00;2,375;
16:15;3,198;
16:30;3,052;
16:45;2,901;
17:00;2,648;
17:15;2,516;
17:30;2,387;
17:45;2,131;
18:00;1,823;
18:15;1,566;
18:30;1,299;
18:45;1,042;
19:00;0,625;
19:15;0,431;
19:30;0,137;
19:45;0,008;
20:00;0,000;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
