 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;;
7:30;;
7:45;0,000;
8:00;0,017;
8:15;0,057;
8:30;0,090;
8:45;0,141;
9:00;0,178;
9:15;0,251;
9:30;0,442;
9:45;0,635;
10:00;0,850;
10:15;1,075;
10:30;1,257;
10:45;1,498;
11:00;1,298;
11:15;1,576;
11:30;1,841;
11:45;2,395;
12:00;2,041;
12:15;2,564;
12:30;2,459;
12:45;2,960;
13:00;2,931;
13:15;2,062;
13:30;1,913;
13:45;0,976;
14:00;0,556;
14:15;0,382;
14:30;0,881;
14:45;0,744;
15:00;0,663;
15:15;1,231;
15:30;0,919;
15:45;1,190;
16:00;1,248;
16:15;1,532;
16:30;1,293;
16:45;0,826;
17:00;0,730;
17:15;0,876;
17:30;0,717;
17:45;0,596;
18:00;0,319;
18:15;0,267;
18:30;0,155;
18:45;0,304;
19:00;0,056;
19:15;0,086;
19:30;0,053;
19:45;0,003;
20:00;;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
