 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;0,000;
7:15;0,006;
7:30;0,030;
7:45;0,072;
8:00;0,117;
8:15;0,141;
8:30;0,170;
8:45;0,202;
9:00;0,251;
9:15;0,339;
9:30;0,517;
9:45;0,708;
10:00;0,953;
10:15;1,151;
10:30;1,405;
10:45;1,635;
11:00;1,883;
11:15;2,065;
11:30;2,280;
11:45;2,500;
12:00;2,684;
12:15;2,720;
12:30;3,055;
12:45;3,144;
13:00;3,498;
13:15;2,447;
13:30;2,265;
13:45;2,593;
14:00;1,841;
14:15;2,135;
14:30;2,859;
14:45;3,011;
15:00;2,055;
15:15;2,234;
15:30;2,261;
15:45;2,676;
16:00;2,284;
16:15;1,763;
16:30;2,812;
16:45;2,362;
17:00;2,581;
17:15;1,731;
17:30;0,996;
17:45;0,754;
18:00;0,599;
18:15;0,715;
18:30;1,044;
18:45;0,927;
19:00;0,603;
19:15;1,463;
19:30;0,473;
19:45;0,129;
20:00;0,045;
20:15;0,022;
20:30;0,010;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
