 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
0:15;;
0:30;;
0:45;;
1:00;;
1:15;;
1:30;;
1:45;;
2:00;;
2:15;;
2:30;;
2:45;;
3:00;;
3:15;;
3:30;;
3:45;;
4:00;;
4:15;;
4:30;;
4:45;;
5:00;;
5:15;;
5:30;;
5:45;;
6:00;;
6:15;;
6:30;;
6:45;;
7:00;;
7:15;;
7:30;0,000;
7:45;0,001;
8:00;0,036;
8:15;0,085;
8:30;0,185;
8:45;0,288;
9:00;0,379;
9:15;0,433;
9:30;0,450;
9:45;0,543;
10:00;0,799;
10:15;0,863;
10:30;1,013;
10:45;1,508;
11:00;1,776;
11:15;1,864;
11:30;2,087;
11:45;2,393;
12:00;2,005;
12:15;2,293;
12:30;2,587;
12:45;3,011;
13:00;3,082;
13:15;3,022;
13:30;3,015;
13:45;3,205;
14:00;3,299;
14:15;3,426;
14:30;3,324;
14:45;3,443;
15:00;3,453;
15:15;2,818;
15:30;2,628;
15:45;2,202;
16:00;1,632;
16:15;1,812;
16:30;1,667;
16:45;1,980;
17:00;1,828;
17:15;1,831;
17:30;1,761;
17:45;1,867;
18:00;1,490;
18:15;1,160;
18:30;1,013;
18:45;0,851;
19:00;0,415;
19:15;0,244;
19:30;0,097;
19:45;0,019;
20:00;0,000;
20:15;;
20:30;;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
0:00;;
