 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;;
07:00;0,000;
07:15;0,003;
07:30;0,032;
07:45;0,075;
08:00;0,149;
08:15;0,231;
08:30;0,302;
08:45;0,465;
09:00;0,471;
09:15;0,598;
09:30;0,534;
09:45;0,746;
10:00;1,066;
10:15;1,295;
10:30;1,490;
10:45;1,792;
11:00;2,093;
11:15;2,304;
11:30;2,512;
11:45;2,752;
12:00;1,062;
12:15;2,301;
12:30;1,186;
12:45;2,623;
13:00;2,893;
13:15;2,907;
13:30;1,809;
13:45;1,426;
14:00;1,733;
14:15;2,668;
14:30;2,669;
14:45;0,956;
15:00;2,129;
15:15;3,193;
15:30;1,741;
15:45;1,940;
16:00;1,585;
16:15;1,699;
16:30;1,366;
16:45;1,367;
17:00;1,215;
17:15;0,958;
17:30;0,813;
17:45;0,929;
18:00;0,854;
18:15;1,006;
18:30;0,798;
18:45;0,501;
19:00;0,279;
19:15;0,172;
19:30;0,096;
19:45;0,072;
20:00;0,070;
20:15;0,014;
20:30;0,000;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
