 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;;
07:00;0,000;
07:15;0,012;
07:30;0,014;
07:45;0,037;
08:00;0,057;
08:15;0,155;
08:30;0,229;
08:45;0,256;
09:00;0,321;
09:15;0,386;
09:30;0,287;
09:45;0,332;
10:00;0,337;
10:15;0,368;
10:30;0,675;
10:45;0,864;
11:00;0,580;
11:15;0,667;
11:30;0,583;
11:45;0,752;
12:00;0,555;
12:15;0,326;
12:30;0,578;
12:45;0,472;
13:00;0,560;
13:15;0,339;
13:30;0,842;
13:45;0,884;
14:00;0,681;
14:15;0,493;
14:30;0,364;
14:45;0,214;
15:00;0,187;
15:15;0,238;
15:30;0,162;
15:45;0,069;
16:00;0,105;
16:15;0,171;
16:30;0,120;
16:45;0,075;
17:00;0,107;
17:15;0,129;
17:30;0,154;
17:45;0,211;
18:00;0,217;
18:15;0,142;
18:30;0,062;
18:45;0,052;
19:00;0,102;
19:15;0,112;
19:30;0,056;
19:45;0,021;
20:00;0,016;
20:15;0,004;
20:30;0,000;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
