 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;;
07:00;0,000;
07:15;0,007;
07:30;0,011;
07:45;0,017;
08:00;0,042;
08:15;0,037;
08:30;0,199;
08:45;0,174;
09:00;0,277;
09:15;0,537;
09:30;0,779;
09:45;0,998;
10:00;0,718;
10:15;0,427;
10:30;0,310;
10:45;0,202;
11:00;0,448;
11:15;0,449;
11:30;0,550;
11:45;0,691;
12:00;0,937;
12:15;1,018;
12:30;0,640;
12:45;0,848;
13:00;1,064;
13:15;0,462;
13:30;0,350;
13:45;0,246;
14:00;0,317;
14:15;1,221;
14:30;1,343;
14:45;2,499;
15:00;2,173;
15:15;1,880;
15:30;1,701;
15:45;2,510;
16:00;2,579;
16:15;1,150;
16:30;2,767;
16:45;1,494;
17:00;1,614;
17:15;0,746;
17:30;0,542;
17:45;0,350;
18:00;0,332;
18:15;0,493;
18:30;0,290;
18:45;0,164;
19:00;0,156;
19:15;0,096;
19:30;0,071;
19:45;0,097;
20:00;0,032;
20:15;0,001;
20:30;0,000;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
