 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;0,000;
07:00;0,002;
07:15;0,023;
07:30;0,059;
07:45;0,094;
08:00;0,123;
08:15;0,149;
08:30;0,174;
08:45;0,192;
09:00;0,252;
09:15;0,378;
09:30;0,578;
09:45;0,799;
10:00;1,075;
10:15;1,282;
10:30;1,525;
10:45;1,767;
11:00;2,001;
11:15;2,223;
11:30;2,472;
11:45;2,611;
12:00;2,778;
12:15;2,918;
12:30;3,058;
12:45;3,178;
13:00;3,292;
13:15;3,380;
13:30;3,441;
13:45;3,487;
14:00;3,541;
14:15;3,573;
14:30;3,596;
14:45;3,664;
15:00;3,621;
15:15;3,634;
15:30;3,612;
15:45;3,590;
16:00;3,571;
16:15;3,380;
16:30;3,325;
16:45;3,258;
17:00;3,163;
17:15;3,002;
17:30;2,805;
17:45;2,636;
18:00;2,534;
18:15;2,340;
18:30;2,113;
18:45;1,860;
19:00;1,666;
19:15;1,423;
19:30;1,124;
19:45;0,860;
20:00;0,651;
20:15;0,441;
20:30;0,169;
20:45;0,054;
21:00;0,006;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
