 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;0,000;
07:00;0,000;
07:15;0,007;
07:30;0,018;
07:45;0,059;
08:00;0,100;
08:15;0,115;
08:30;0,115;
08:45;0,193;
09:00;0,296;
09:15;0,329;
09:30;0,276;
09:45;0,293;
10:00;0,269;
10:15;0,381;
10:30;0,409;
10:45;0,720;
11:00;0,592;
11:15;0,462;
11:30;0,684;
11:45;0,918;
12:00;0,765;
12:15;0,769;
12:30;1,058;
12:45;1,064;
13:00;2,078;
13:15;2,090;
13:30;2,039;
13:45;1,825;
14:00;2,110;
14:15;1,582;
14:30;2,328;
14:45;2,820;
15:00;1,972;
15:15;1,815;
15:30;1,286;
15:45;1,749;
16:00;2,234;
16:15;2,176;
16:30;1,474;
16:45;1,738;
17:00;2,183;
17:15;1,363;
17:30;1,150;
17:45;1,254;
18:00;0,936;
18:15;0,924;
18:30;0,718;
18:45;0,696;
19:00;0,408;
19:15;0,347;
19:30;0,303;
19:45;0,215;
20:00;0,094;
20:15;0,022;
20:30;0,003;
20:45;0,000;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
