 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;;
07:00;;
07:15;0,000;
07:30;0,024;
07:45;0,066;
08:00;0,089;
08:15;0,099;
08:30;0,113;
08:45;0,134;
09:00;0,217;
09:15;0,181;
09:30;0,172;
09:45;0,283;
10:00;0,561;
10:15;0,660;
10:30;0,873;
10:45;0,667;
11:00;1,128;
11:15;1,587;
11:30;1,467;
11:45;1,155;
12:00;1,784;
12:15;2,005;
12:30;1,971;
12:45;1,752;
13:00;1,804;
13:15;1,173;
13:30;1,294;
13:45;1,405;
14:00;1,192;
14:15;0,950;
14:30;1,106;
14:45;1,152;
15:00;1,053;
15:15;1,051;
15:30;1,284;
15:45;1,638;
16:00;1,980;
16:15;3,046;
16:30;2,599;
16:45;1,543;
17:00;1,495;
17:15;2,993;
17:30;2,890;
17:45;2,728;
18:00;2,551;
18:15;2,370;
18:30;1,572;
18:45;0,433;
19:00;0,232;
19:15;0,207;
19:30;0,245;
19:45;0,157;
20:00;0,083;
20:15;0,031;
20:30;0,015;
20:45;0,000;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
