 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;0,000;
07:00;0,001;
07:15;0,017;
07:30;0,053;
07:45;0,081;
08:00;0,117;
08:15;0,137;
08:30;0,168;
08:45;0,191;
09:00;0,265;
09:15;0,374;
09:30;0,653;
09:45;0,781;
10:00;1,044;
10:15;1,344;
10:30;1,615;
10:45;1,820;
11:00;2,107;
11:15;2,141;
11:30;2,337;
11:45;2,653;
12:00;2,723;
12:15;2,638;
12:30;3,129;
12:45;3,246;
13:00;3,314;
13:15;3,457;
13:30;3,350;
13:45;3,469;
14:00;3,552;
14:15;3,471;
14:30;3,686;
14:45;3,693;
15:00;3,706;
15:15;3,694;
15:30;3,624;
15:45;3,598;
16:00;3,557;
16:15;3,468;
16:30;3,396;
16:45;3,318;
17:00;3,146;
17:15;3,058;
17:30;2,907;
17:45;2,767;
18:00;2,589;
18:15;2,416;
18:30;2,162;
18:45;1,932;
19:00;1,658;
19:15;1,455;
19:30;1,153;
19:45;0,888;
20:00;0,728;
20:15;0,487;
20:30;0,130;
20:45;0,031;
21:00;0,004;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
