 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;;
07:00;0,000;
07:15;0,011;
07:30;0,057;
07:45;0,091;
08:00;0,164;
08:15;0,254;
08:30;0,367;
08:45;0,506;
09:00;0,511;
09:15;0,513;
09:30;0,487;
09:45;0,790;
10:00;1,172;
10:15;1,280;
10:30;1,639;
10:45;1,595;
11:00;1,799;
11:15;1,896;
11:30;2,219;
11:45;2,945;
12:00;3,045;
12:15;2,744;
12:30;2,859;
12:45;0,780;
13:00;2,195;
13:15;1,768;
13:30;1,421;
13:45;2,839;
14:00;3,118;
14:15;2,777;
14:30;1,084;
14:45;1,381;
15:00;2,991;
15:15;1,832;
15:30;1,546;
15:45;3,606;
16:00;3,410;
16:15;2,447;
16:30;2,100;
16:45;1,410;
17:00;1,869;
17:15;0,903;
17:30;1,748;
17:45;1,285;
18:00;0,663;
18:15;0,770;
18:30;0,862;
18:45;2,213;
19:00;2,037;
19:15;1,558;
19:30;1,211;
19:45;0,938;
20:00;0,557;
20:15;0,232;
20:30;0,035;
20:45;0,007;
21:00;0,000;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
