 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;;
07:00;;
07:15;;
07:30;0,000;
07:45;0,025;
08:00;0,102;
08:15;0,161;
08:30;0,218;
08:45;0,305;
09:00;0,370;
09:15;0,454;
09:30;0,525;
09:45;0,674;
10:00;0,723;
10:15;1,023;
10:30;1,352;
10:45;1,368;
11:00;1,094;
11:15;1,220;
11:30;1,487;
11:45;1,503;
12:00;1,430;
12:15;1,421;
12:30;1,751;
12:45;1,905;
13:00;2,323;
13:15;2,526;
13:30;2,221;
13:45;2,088;
14:00;2,320;
14:15;1,661;
14:30;2,047;
14:45;2,276;
15:00;2,056;
15:15;1,300;
15:30;0,959;
15:45;0,759;
16:00;0,556;
16:15;0,555;
16:30;0,629;
16:45;0,889;
17:00;0,667;
17:15;0,685;
17:30;0,678;
17:45;0,610;
18:00;0,656;
18:15;0,712;
18:30;0,578;
18:45;0,277;
19:00;0,185;
19:15;0,162;
19:30;0,173;
19:45;0,133;
20:00;0,039;
20:15;0,008;
20:30;0,000;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
