 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;;
07:00;;
07:15;;
07:30;0,000;
07:45;0,002;
08:00;0,013;
08:15;0,075;
08:30;0,079;
08:45;0,059;
09:00;0,130;
09:15;0,206;
09:30;0,271;
09:45;0,595;
10:00;0,367;
10:15;0,331;
10:30;0,624;
10:45;0,572;
11:00;0,640;
11:15;0,701;
11:30;0,903;
11:45;0,861;
12:00;1,098;
12:15;1,171;
12:30;1,096;
12:45;1,093;
13:00;1,534;
13:15;0,854;
13:30;2,971;
13:45;2,889;
14:00;0,753;
14:15;4,044;
14:30;2,964;
14:45;0,761;
15:00;1,481;
15:15;2,357;
15:30;3,894;
15:45;3,952;
16:00;1,831;
16:15;1,632;
16:30;2,254;
16:45;2,026;
17:00;3,456;
17:15;3,327;
17:30;1,757;
17:45;0,999;
18:00;1,340;
18:15;3,020;
18:30;1,976;
18:45;1,447;
19:00;0,342;
19:15;0,936;
19:30;0,935;
19:45;0,263;
20:00;0,123;
20:15;0,052;
20:30;0,005;
20:45;;
21:00;;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
