 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;0,000;
07:00;0,008;
07:15;0,036;
07:30;0,078;
07:45;0,140;
08:00;0,252;
08:15;0,271;
08:30;0,413;
08:45;0,458;
09:00;0,519;
09:15;0,505;
09:30;0,672;
09:45;0,961;
10:00;0,910;
10:15;1,142;
10:30;1,794;
10:45;1,405;
11:00;2,236;
11:15;1,498;
11:30;1,614;
11:45;2,692;
12:00;1,828;
12:15;2,211;
12:30;2,966;
12:45;1,788;
13:00;1,743;
13:15;2,919;
13:30;3,943;
13:45;3,772;
14:00;3,788;
14:15;2,788;
14:30;1,692;
14:45;1,925;
15:00;1,906;
15:15;4,362;
15:30;1,728;
15:45;3,984;
16:00;2,084;
16:15;1,955;
16:30;3,088;
16:45;2,813;
17:00;2,581;
17:15;1,938;
17:30;2,472;
17:45;1,815;
18:00;2,494;
18:15;2,226;
18:30;2,298;
18:45;1,989;
19:00;1,587;
19:15;1,520;
19:30;1,211;
19:45;1,073;
20:00;0,801;
20:15;0,355;
20:30;0,213;
20:45;0,031;
21:00;0,006;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
