 ;SB5.0 / Vermogen / Gemiddelde waarden  [kW];
00:15;;
00:30;;
00:45;;
01:00;;
01:15;;
01:30;;
01:45;;
02:00;;
02:15;;
02:30;;
02:45;;
03:00;;
03:15;;
03:30;;
03:45;;
04:00;;
04:15;;
04:30;;
04:45;;
05:00;;
05:15;;
05:30;;
05:45;;
06:00;;
06:15;;
06:30;;
06:45;0,000;
07:00;0,011;
07:15;0,013;
07:30;0,089;
07:45;0,100;
08:00;0,145;
08:15;0,162;
08:30;0,216;
08:45;0,312;
09:00;0,574;
09:15;0,534;
09:30;0,288;
09:45;0,730;
10:00;1,076;
10:15;1,285;
10:30;1,511;
10:45;1,729;
11:00;1,810;
11:15;2,163;
11:30;2,376;
11:45;2,559;
12:00;2,775;
12:15;2,879;
12:30;3,016;
12:45;3,150;
13:00;3,273;
13:15;3,350;
13:30;3,453;
13:45;3,011;
14:00;3,588;
14:15;3,345;
14:30;3,246;
14:45;3,613;
15:00;3,681;
15:15;3,622;
15:30;3,665;
15:45;3,616;
16:00;3,114;
16:15;0,381;
16:30;3,173;
16:45;1,785;
17:00;1,609;
17:15;2,059;
17:30;2,394;
17:45;2,673;
18:00;2,469;
18:15;2,341;
18:30;2,126;
18:45;1,901;
19:00;1,621;
19:15;1,381;
19:30;1,120;
19:45;0,848;
20:00;0,547;
20:15;0,248;
20:30;0,045;
20:45;0,012;
21:00;0,000;
21:15;;
21:30;;
21:45;;
22:00;;
22:15;;
22:30;;
22:45;;
23:00;;
23:15;;
23:30;;
23:45;;
00:00;;
